Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
458,2023-11-14,CUST458,female,39.0,electronics,4,25,100
459,2023-03-21,CUST459,male,28.0,clothing,4,300,1200
460,2023-05-02,CUST460,male,40.0,beauty,1,50,50
461,2023-03-25,CUST461,female,18.0,beauty,2,500,1000
462,2023-04-01,CUST462,male,63.0,electronics,4,300,1200
463,2023-07-31,CUST463,female,54.0,beauty,3,500,1500
464,2023-01-13,CUST464,male,38.0,electronics,2,300,600
465,2023-04-02,CUST465,female,43.0,electronics,3,50,150
466,2023-06-20,CUST466,male,63.0,electronics,4,25,100
467,2023-07-30,CUST467,female,53.0,electronics,3,50,150
468,2023-12-09,CUST468,male,40.0,electronics,1,25,25
469,2023-05-08,CUST469,male,18.0,beauty,3,25,75
470,2023-05-17,CUST470,female,57.0,clothing,2,500,1000
471,2023-03-23,CUST471,male,32.0,clothing,3,50,150
472,2023-12-26,CUST472,female,38.0,beauty,3,300,900
473,2023-02-25,CUST473,male,64.0,beauty,1,50,50
474,2023-07-15,CUST474,female,26.0,clothing,3,500,1500
475,2023-01-20,CUST475,male,26.0,clothing,3,25,75
476,2023-08-29,CUST476,female,27.0,clothing,4,500,2000
477,2023-04-24,CUST477,male,43.0,clothing,4,30,120
478,2023-04-13,CUST478,female,58.0,clothing,2,30,60
479,2023-08-24,CUST479,male,52.0,electronics,4,300,1200
480,2023-06-29,CUST480,female,42.0,beauty,4,500,2000
481,2023-06-06,CUST481,female,43.0,electronics,4,300,1200
482,2023-04-27,CUST482,female,28.0,clothing,4,300,1200
483,2023-04-25,CUST483,male,55.0,clothing,1,30,30
484,2023-01-13,CUST484,female,19.0,clothing,4,300,1200
485,2023-12-04,CUST485,male,24.0,electronics,1,30,30
486,2023-04-09,CUST486,female,35.0,electronics,1,25,25
487,2023-07-24,CUST487,male,44.0,clothing,4,500,2000
488,2023-06-18,CUST488,female,51.0,electronics,3,300,900
489,2023-05-23,CUST489,male,44.0,electronics,1,30,30
490,2023-02-05,CUST490,male,34.0,clothing,3,50,150
491,2023-05-23,CUST491,female,60.0,electronics,3,300,900
492,2023-06-29,CUST492,male,61.0,beauty,4,25,100
493,2023-11-25,CUST493,male,41.0,beauty,2,25,50
494,2023-09-18,CUST494,female,42.0,beauty,4,50,200
495,2023-07-24,CUST495,male,24.0,beauty,2,30,60
496,2023-12-14,CUST496,male,23.0,clothing,2,300,600
497,2023-10-02,CUST497,male,41.0,clothing,4,30,120
498,2023-06-19,CUST498,female,50.0,clothing,4,25,100
499,2023-01-15,CUST499,male,46.0,beauty,2,30,60
500,2023-03-01,CUST500,female,41.5221052631579,beauty,4,25,100
501,2023-05-14,CUST501,male,39.0,electronics,2,30,60
502,2023-04-02,CUST502,male,43.0,electronics,3,50,150
503,2023-10-25,CUST503,male,45.0,beauty,4,500,2000
504,2023-05-16,CUST504,female,38.0,beauty,3,50,150
505,2023-01-20,CUST505,male,24.0,beauty,1,50,50
506,2023-02-25,CUST506,male,34.0,beauty,3,500,1500
507,2023-11-02,CUST507,female,37.0,electronics,3,500,1500
508,2023-08-11,CUST508,male,58.0,beauty,2,300,600
509,2023-06-26,CUST509,female,37.0,electronics,3,300,900
510,2023-06-10,CUST510,female,39.0,beauty,4,50,200
511,2023-08-12,CUST511,male,45.0,beauty,2,50,100
512,2023-11-07,CUST512,female,57.0,beauty,1,25,25
513,2023-09-19,CUST513,male,24.0,electronics,4,25,100
514,2023-03-01,CUST514,female,41.5221052631579,electronics,1,300,300
515,2023-07-17,CUST515,female,49.0,clothing,3,300,900
516,2023-10-23,CUST516,male,30.0,beauty,4,25,100
517,2023-04-08,CUST517,female,47.0,clothing,4,25,100
518,2023-05-11,CUST518,female,40.0,clothing,1,30,30
519,2023-01-23,CUST519,female,36.0,electronics,4,30,120
520,2023-12-29,CUST520,female,49.0,electronics,4,25,100
521,2023-08-12,CUST521,female,47.0,clothing,4,30,120
522,2023-01-01,CUST522,male,41.5221052631579,beauty,3,500,1500
523,2023-09-24,CUST523,female,62.0,electronics,1,300,300
524,2023-10-03,CUST524,male,46.0,beauty,4,300,1200
525,2023-12-18,CUST525,female,47.0,beauty,2,25,50
526,2023-12-10,CUST526,male,33.0,clothing,2,50,100
527,2023-04-11,CUST527,male,57.0,clothing,2,25,50
528,2023-07-06,CUST528,female,41.5221052631579,clothing,2,30,60
529,2023-08-09,CUST529,female,35.0,clothing,3,50,150
530,2023-02-05,CUST530,female,18.0,electronics,4,30,120
531,2023-12-07,CUST531,male,31.0,electronics,1,500,500
532,2023-06-19,CUST532,female,64.0,clothing,4,30,120
533,2023-11-16,CUST533,male,19.0,electronics,3,500,1500
534,2023-06-10,CUST534,male,45.0,clothing,2,500,1000
535,2023-12-06,CUST535,male,47.0,beauty,3,30,90
536,2023-03-05,CUST536,female,55.0,beauty,4,30,120
537,2023-06-03,CUST537,female,21.0,beauty,1,500,500
538,2023-09-17,CUST538,male,18.0,clothing,3,50,150
539,2023-06-08,CUST539,male,25.0,beauty,1,500,500
540,2023-12-08,CUST540,female,46.0,electronics,3,300,900
541,2023-07-29,CUST541,male,56.0,beauty,1,500,500
542,2023-06-17,CUST542,female,20.0,beauty,1,50,50
543,2023-07-26,CUST543,male,49.0,beauty,2,300,600
544,2023-12-23,CUST544,female,27.0,electronics,1,25,25
545,2023-06-01,CUST545,male,27.0,clothing,2,25,50
546,2023-10-11,CUST546,female,36.0,electronics,4,50,200
547,2023-03-07,CUST547,male,63.0,clothing,4,500,2000
548,2023-04-09,CUST548,female,51.0,clothing,2,30,60
549,2023-08-04,CUST549,female,50.0,beauty,2,50,100
550,2023-12-07,CUST550,male,41.5221052631579,clothing,3,300,900
551,2023-07-14,CUST551,male,45.0,electronics,3,300,900
552,2023-12-13,CUST552,female,49.0,electronics,3,25,75
553,2023-03-31,CUST553,male,24.0,clothing,4,300,1200
554,2023-11-12,CUST554,female,46.0,beauty,3,50,150
555,2023-10-19,CUST555,male,25.0,beauty,1,300,300
556,2023-06-04,CUST556,female,18.0,electronics,1,50,50
557,2023-07-27,CUST557,female,20.0,beauty,3,30,90
558,2023-10-08,CUST558,female,41.0,clothing,1,25,25
559,2023-01-01,CUST559,female,40.0,clothing,4,300,1200
560,2023-06-05,CUST560,female,25.0,electronics,1,50,50
561,2023-05-27,CUST561,female,64.0,clothing,4,500,2000
562,2023-04-18,CUST562,male,54.0,electronics,2,25,50
563,2023-08-09,CUST563,female,20.0,clothing,2,30,60
564,2023-10-24,CUST564,male,50.0,electronics,2,50,100
565,2023-11-07,CUST565,female,45.0,beauty,2,30,60
566,2023-12-02,CUST566,female,64.0,clothing,1,30,30
567,2023-06-14,CUST567,female,25.0,clothing,3,300,900
568,2023-08-27,CUST568,female,51.0,electronics,1,300,300
569,2023-08-15,CUST569,male,52.0,electronics,4,50,200
570,2023-08-15,CUST570,male,49.0,clothing,1,500,500
571,2023-12-12,CUST571,female,41.0,electronics,1,50,50
572,2023-04-20,CUST572,male,31.0,clothing,4,500,2000
573,2023-09-19,CUST573,male,49.0,beauty,2,30,60
574,2023-08-31,CUST574,female,63.0,electronics,2,25,50
575,2023-03-28,CUST575,male,60.0,clothing,2,50,100
576,2023-12-04,CUST576,female,33.0,beauty,3,50,150
577,2023-02-13,CUST577,male,21.0,beauty,4,500,2000
578,2023-05-26,CUST578,female,54.0,clothing,4,30,120
579,2023-09-21,CUST579,female,38.0,electronics,1,30,30
580,2023-12-06,CUST580,female,31.0,clothing,3,500,1500
581,2023-11-21,CUST581,female,48.0,beauty,2,30,60
582,2023-11-14,CUST582,male,35.0,clothing,3,300,900
583,2023-06-21,CUST583,female,24.0,electronics,4,25,100
584,2023-02-17,CUST584,female,27.0,beauty,4,50,200
585,2023-05-01,CUST585,female,41.5221052631579,clothing,1,25,25
586,2023-12-11,CUST586,male,50.0,electronics,1,50,50
587,2023-06-08,CUST587,female,40.0,beauty,4,300,1200
588,2023-04-26,CUST588,male,38.0,electronics,2,30,60
589,2023-04-12,CUST589,female,36.0,beauty,2,500,1000
590,2023-03-17,CUST590,male,36.0,clothing,3,300,900
591,2023-01-13,CUST591,male,53.0,electronics,4,25,100
592,2023-01-24,CUST592,female,46.0,beauty,4,500,2000
593,2023-05-06,CUST593,male,35.0,electronics,2,30,60
594,2023-09-01,CUST594,female,19.0,electronics,2,300,600
595,2023-11-09,CUST595,female,18.0,clothing,4,500,2000
596,2023-02-07,CUST596,female,64.0,electronics,1,300,300
597,2023-08-22,CUST597,male,22.0,beauty,4,300,1200
598,2023-08-01,CUST598,male,37.0,beauty,4,30,120
599,2023-11-19,CUST599,female,28.0,beauty,2,50,100
600,2023-10-22,CUST600,female,59.0,beauty,2,500,1000
601,2023-04-10,CUST601,male,19.0,clothing,1,30,30
602,2023-12-23,CUST602,female,41.5221052631579,electronics,1,300,300
603,2023-07-16,CUST603,female,40.0,clothing,3,30,90
604,2023-09-11,CUST604,female,29.0,electronics,4,50,200
605,2023-07-24,CUST605,male,37.0,electronics,2,500,1000
606,2023-05-05,CUST606,male,22.0,electronics,1,50,50
607,2023-03-17,CUST607,male,54.0,clothing,3,25,75
608,2023-12-02,CUST608,female,55.0,electronics,3,500,1500
609,2023-12-19,CUST609,female,47.0,clothing,2,50,100
610,2023-01-03,CUST610,female,26.0,beauty,2,300,600
611,2023-02-24,CUST611,male,51.0,beauty,3,500,1500
612,2023-08-06,CUST612,female,61.0,electronics,1,500,500
613,2023-04-23,CUST613,female,52.0,clothing,3,30,90
614,2023-04-01,CUST614,female,39.0,beauty,4,300,1200
615,2023-12-23,CUST615,female,61.0,clothing,4,25,100
616,2023-09-23,CUST616,male,41.0,clothing,2,50,100
617,2023-08-26,CUST617,male,34.0,electronics,1,30,30
618,2023-01-26,CUST618,female,27.0,beauty,1,50,50
619,2023-10-13,CUST619,male,47.0,electronics,4,25,100
620,2023-05-08,CUST620,male,63.0,electronics,3,25,75
621,2023-03-04,CUST621,female,40.0,beauty,2,500,1000
622,2023-08-22,CUST622,female,41.5221052631579,beauty,3,25,75
623,2023-03-10,CUST623,male,34.0,clothing,3,50,150
624,2023-08-26,CUST624,female,34.0,beauty,3,300,900
625,2023-12-08,CUST625,male,31.0,clothing,1,300,300
626,2023-09-29,CUST626,female,26.0,clothing,4,500,2000
627,2023-10-14,CUST627,male,41.5221052631579,clothing,1,50,50
628,2023-11-01,CUST628,female,19.0,beauty,4,50,200
629,2023-06-12,CUST629,male,62.0,electronics,2,25,50
630,2023-08-15,CUST630,male,42.0,clothing,2,50,100
631,2023-11-10,CUST631,male,56.0,electronics,3,30,90
632,2023-09-16,CUST632,female,26.0,electronics,4,25,100
633,2023-08-07,CUST633,male,39.0,beauty,4,30,120
634,2023-10-08,CUST634,male,60.0,electronics,4,500,2000
635,2023-08-17,CUST635,female,63.0,electronics,3,300,900
636,2023-03-23,CUST636,female,21.0,beauty,3,500,1500
637,2023-09-01,CUST637,male,41.5221052631579,clothing,2,300,600
638,2023-08-19,CUST638,male,46.0,electronics,1,500,500
639,2023-05-13,CUST639,female,62.0,beauty,4,50,200
640,2023-05-07,CUST640,female,51.0,electronics,4,30,120
641,2023-11-23,CUST641,female,40.0,electronics,1,300,300
642,2023-05-22,CUST642,female,54.0,clothing,4,25,100
643,2023-09-24,CUST643,female,28.0,electronics,3,30,90
644,2023-09-06,CUST644,male,23.0,beauty,3,25,75
645,2023-11-17,CUST645,female,35.0,electronics,4,30,120
646,2023-05-03,CUST646,male,38.0,clothing,3,30,90
647,2023-05-21,CUST647,male,59.0,clothing,3,500,1500
648,2023-08-14,CUST648,male,53.0,beauty,4,300,1200
649,2023-02-09,CUST649,female,58.0,clothing,2,300,600
650,2024-01-01,CUST650,male,55.0,electronics,1,30,30
651,2023-05-27,CUST651,male,51.0,clothing,3,50,150
652,2023-05-01,CUST652,female,34.0,beauty,2,50,100
653,2023-05-20,CUST653,male,54.0,clothing,3,25,75
654,2023-06-21,CUST654,male,42.0,clothing,3,25,75
655,2023-06-13,CUST655,female,55.0,clothing,1,500,500
656,2023-10-04,CUST656,male,29.0,beauty,3,30,90
657,2023-02-11,CUST657,male,40.0,clothing,1,25,25
658,2023-03-12,CUST658,male,59.0,clothing,1,25,25
659,2023-03-19,CUST659,female,39.0,electronics,1,30,30
660,2023-04-29,CUST660,female,38.0,beauty,2,500,1000
661,2023-07-16,CUST661,female,41.5221052631579,clothing,4,25,100
662,2023-12-22,CUST662,male,48.0,beauty,2,500,1000
663,2023-03-20,CUST663,male,23.0,clothing,4,300,1200
664,2023-12-28,CUST664,female,44.0,clothing,4,500,2000
665,2023-04-20,CUST665,male,57.0,clothing,1,50,50
666,2023-02-02,CUST666,male,51.0,electronics,3,50,150
667,2023-08-01,CUST667,female,29.0,electronics,1,500,500
668,2023-07-28,CUST668,female,62.0,electronics,3,50,150
669,2023-06-19,CUST669,male,24.0,beauty,4,300,1200
670,2023-10-05,CUST670,male,27.0,beauty,1,30,30
671,2023-08-27,CUST671,male,62.0,electronics,3,50,150
672,2023-08-01,CUST672,female,34.0,beauty,2,50,100
673,2023-02-01,CUST673,female,43.0,clothing,3,500,1500
674,2023-04-16,CUST674,female,38.0,clothing,1,300,300
675,2023-08-04,CUST675,female,45.0,clothing,2,30,60
676,2023-07-19,CUST676,male,63.0,electronics,3,500,1500
677,2023-10-27,CUST677,female,19.0,beauty,3,500,1500
678,2023-12-23,CUST678,female,60.0,electronics,3,300,900
679,2023-01-11,CUST679,female,41.5221052631579,beauty,3,30,90
680,2023-10-22,CUST680,female,53.0,clothing,3,300,900
681,2023-07-14,CUST681,female,43.0,electronics,2,30,60
682,2023-09-02,CUST682,male,46.0,beauty,4,300,1200
683,2023-01-04,CUST683,male,38.0,beauty,2,500,1000
684,2023-06-30,CUST684,female,28.0,clothing,2,500,1000
685,2023-06-02,CUST685,male,57.0,electronics,2,25,50
686,2023-07-19,CUST686,female,28.0,electronics,4,50,200
687,2023-08-03,CUST687,female,53.0,electronics,1,300,300
688,2023-10-03,CUST688,male,41.5221052631579,clothing,4,25,100
689,2023-10-07,CUST689,male,57.0,electronics,2,50,100
690,2023-11-05,CUST690,female,52.0,clothing,3,300,900
691,2023-04-23,CUST691,female,51.0,clothing,3,30,90
692,2023-09-07,CUST692,female,64.0,clothing,2,50,100
693,2023-04-23,CUST693,female,41.0,beauty,3,500,1500
694,2023-05-20,CUST694,female,39.0,electronics,2,25,50
695,2023-08-12,CUST695,female,22.0,electronics,3,50,150
696,2023-09-06,CUST696,female,50.0,clothing,4,50,200
697,2023-01-15,CUST697,male,53.0,clothing,1,500,500
698,2023-07-19,CUST698,female,64.0,electronics,1,300,300
699,2023-06-22,CUST699,female,37.0,clothing,4,30,120
700,2023-12-09,CUST700,male,36.0,electronics,4,500,2000
701,2023-12-14,CUST701,female,52.0,beauty,2,30,60
702,2023-07-27,CUST702,female,60.0,clothing,2,300,600
703,2023-03-26,CUST703,male,34.0,electronics,2,50,100
704,2023-08-28,CUST704,female,62.0,clothing,3,30,90
705,2023-03-07,CUST705,male,60.0,electronics,2,25,50
706,2023-11-15,CUST706,male,51.0,electronics,4,25,100
707,2023-10-01,CUST707,female,26.0,clothing,1,500,500
708,2023-01-14,CUST708,female,43.0,beauty,3,300,900
709,2023-07-21,CUST709,female,19.0,electronics,2,500,1000
710,2023-10-31,CUST710,female,26.0,electronics,3,500,1500
711,2023-10-16,CUST711,male,26.0,electronics,3,500,1500
712,2023-12-06,CUST712,female,57.0,beauty,2,25,50
713,2023-01-14,CUST713,male,34.0,beauty,3,25,75
714,2023-02-12,CUST714,female,18.0,clothing,1,500,500
715,2023-11-26,CUST715,female,42.0,beauty,4,25,100
716,2023-08-08,CUST716,female,60.0,clothing,4,300,1200
717,2023-03-11,CUST717,male,57.0,clothing,1,500,500
718,2023-08-25,CUST718,female,59.0,beauty,3,25,75
719,2023-04-04,CUST719,female,42.0,clothing,2,30,60
720,2023-01-26,CUST720,female,56.0,beauty,3,500,1500
721,2023-05-14,CUST721,female,52.0,clothing,1,500,500
722,2023-07-14,CUST722,male,20.0,beauty,3,300,900
723,2023-06-17,CUST723,female,54.0,beauty,4,50,200
724,2023-04-19,CUST724,male,61.0,clothing,3,50,150
725,2023-08-21,CUST725,male,61.0,electronics,1,300,300
726,2023-06-17,CUST726,male,47.0,clothing,4,300,1200
727,2023-06-22,CUST727,male,55.0,beauty,3,300,900
728,2023-07-14,CUST728,male,51.0,electronics,3,50,150
729,2023-05-23,CUST729,male,29.0,clothing,4,300,1200
730,2023-08-04,CUST730,female,36.0,clothing,2,25,50
731,2023-05-10,CUST731,male,54.0,clothing,4,500,2000
732,2023-02-11,CUST732,male,61.0,electronics,2,500,1000
733,2023-08-29,CUST733,male,34.0,beauty,1,30,30
734,2023-01-10,CUST734,female,27.0,clothing,1,30,30
735,2023-10-04,CUST735,female,64.0,clothing,4,500,2000
736,2023-01-27,CUST736,male,29.0,clothing,4,25,100
737,2023-06-29,CUST737,female,33.0,clothing,1,50,50
738,2023-04-25,CUST738,male,41.5221052631579,clothing,2,50,100
739,2023-11-29,CUST739,female,36.0,beauty,1,25,25
740,2023-02-05,CUST740,female,25.0,beauty,4,50,200
741,2023-11-30,CUST741,male,41.5221052631579,clothing,1,300,300
742,2023-01-21,CUST742,female,38.0,electronics,4,500,2000
743,2023-01-16,CUST743,female,34.0,beauty,4,500,2000
744,2023-05-07,CUST744,male,40.0,electronics,1,25,25
745,2023-04-13,CUST745,male,54.0,beauty,2,50,100
746,2023-01-11,CUST746,female,33.0,clothing,3,30,90
747,2023-11-15,CUST747,male,23.0,beauty,1,30,30
748,2023-03-20,CUST748,male,25.0,clothing,3,50,150
749,2023-05-03,CUST749,male,42.0,beauty,1,30,30
750,2023-03-06,CUST750,female,35.0,clothing,3,25,75
751,2023-08-31,CUST751,female,42.0,clothing,2,25,50
752,2023-12-09,CUST752,male,29.0,clothing,2,50,100
753,2023-02-28,CUST753,female,32.0,clothing,1,30,30
754,2023-10-16,CUST754,female,43.0,electronics,4,25,100
755,2023-04-22,CUST755,female,58.0,clothing,3,25,75
756,2023-08-27,CUST756,female,62.0,electronics,4,300,1200
757,2023-12-25,CUST757,female,43.0,electronics,4,300,1200
758,2023-05-12,CUST758,male,64.0,clothing,4,25,100
759,2023-07-08,CUST759,male,49.0,electronics,2,50,100
760,2023-03-27,CUST760,male,27.0,beauty,1,500,500
761,2023-11-07,CUST761,female,33.0,clothing,1,500,500
762,2023-11-07,CUST762,female,41.5221052631579,electronics,2,25,50
763,2023-02-28,CUST763,male,34.0,clothing,2,25,50
764,2023-03-25,CUST764,female,40.0,clothing,1,25,25
765,2023-06-09,CUST765,male,43.0,clothing,4,50,200
766,2023-02-25,CUST766,male,38.0,electronics,3,300,900
767,2023-10-24,CUST767,male,39.0,beauty,3,25,75
768,2023-01-14,CUST768,female,24.0,beauty,3,25,75
769,2023-06-09,CUST769,female,31.0,electronics,4,30,120
770,2023-10-22,CUST770,male,32.0,clothing,1,50,50
771,2023-12-13,CUST771,male,24.0,electronics,2,25,50
772,2023-07-12,CUST772,male,26.0,electronics,1,30,30
773,2023-07-23,CUST773,male,25.0,electronics,4,500,2000
774,2023-04-12,CUST774,female,40.0,clothing,2,25,50
775,2023-02-08,CUST775,female,46.0,electronics,4,25,100
776,2023-10-31,CUST776,male,35.0,clothing,3,30,90
777,2023-12-20,CUST777,male,48.0,electronics,3,50,150
778,2023-11-18,CUST778,female,47.0,beauty,4,25,100
779,2023-05-05,CUST779,female,56.0,electronics,2,500,1000
780,2023-02-22,CUST780,male,52.0,electronics,2,25,50
781,2023-12-23,CUST781,male,35.0,beauty,1,500,500
782,2023-06-04,CUST782,male,59.0,clothing,3,300,900
783,2023-12-17,CUST783,female,56.0,clothing,1,300,300
784,2023-11-04,CUST784,female,34.0,electronics,1,500,500
785,2023-03-03,CUST785,female,31.0,beauty,4,50,200
786,2023-10-17,CUST786,male,48.0,clothing,4,25,100
787,2023-01-22,CUST787,male,41.0,electronics,1,25,25
788,2023-06-27,CUST788,female,52.0,beauty,3,300,900
789,2023-09-30,CUST789,female,61.0,clothing,4,500,2000
790,2023-08-08,CUST790,male,62.0,clothing,1,25,25
791,2023-12-05,CUST791,female,51.0,beauty,1,25,25
792,2023-07-09,CUST792,female,20.0,beauty,1,50,50
793,2023-02-05,CUST793,male,54.0,beauty,1,30,30
794,2023-09-17,CUST794,female,60.0,beauty,1,300,300
795,2023-11-28,CUST795,male,57.0,electronics,1,300,300
796,2023-06-24,CUST796,male,43.0,beauty,4,30,120
797,2023-01-07,CUST797,male,40.0,clothing,3,25,75
798,2023-08-04,CUST798,male,61.0,clothing,1,50,50
799,2023-09-08,CUST799,male,56.0,electronics,2,50,100
800,2023-02-24,CUST800,male,32.0,clothing,4,300,1200
801,2023-08-10,CUST801,male,21.0,clothing,4,50,200
802,2023-07-05,CUST802,female,46.0,beauty,1,30,30
803,2023-11-22,CUST803,male,39.0,clothing,4,25,100
804,2023-08-24,CUST804,male,42.0,electronics,1,30,30
805,2023-12-29,CUST805,female,30.0,beauty,3,500,1500
806,2023-03-20,CUST806,female,35.0,beauty,3,300,900
807,2023-08-11,CUST807,female,50.0,electronics,4,50,200
808,2023-04-01,CUST808,male,33.0,beauty,4,500,2000
809,2023-09-25,CUST809,female,62.0,beauty,2,50,100
810,2023-11-30,CUST810,male,59.0,electronics,4,25,100
811,2023-05-19,CUST811,male,61.0,beauty,2,25,50
812,2023-11-12,CUST812,male,41.5221052631579,electronics,3,25,75
813,2023-10-03,CUST813,male,52.0,electronics,3,50,150
814,2023-09-05,CUST814,female,59.0,clothing,1,500,500
815,2023-08-27,CUST815,female,51.0,clothing,3,25,75
816,2023-08-12,CUST816,male,47.0,beauty,2,500,1000
817,2023-10-31,CUST817,male,30.0,beauty,4,50,200
818,2023-05-18,CUST818,male,30.0,electronics,1,500,500
819,2023-06-15,CUST819,female,35.0,beauty,2,50,100
820,2023-05-06,CUST820,male,49.0,electronics,4,50,200
821,2023-02-14,CUST821,male,49.0,electronics,1,300,300
822,2023-05-23,CUST822,female,52.0,beauty,3,50,150
823,2023-08-19,CUST823,female,56.0,electronics,2,50,100
824,2023-05-05,CUST824,male,63.0,clothing,4,30,120
825,2023-08-26,CUST825,female,46.0,beauty,1,25,25
826,2023-10-19,CUST826,female,46.0,clothing,1,300,300
827,2023-11-09,CUST827,male,61.0,beauty,3,300,900
828,2023-12-09,CUST828,female,33.0,electronics,4,300,1200
829,2023-07-14,CUST829,male,61.0,beauty,3,30,90
830,2023-06-22,CUST830,female,64.0,clothing,3,50,150
831,2023-01-15,CUST831,male,27.0,electronics,4,25,100
832,2023-09-11,CUST832,male,47.0,beauty,4,500,2000
833,2023-06-16,CUST833,male,42.0,beauty,4,50,200
834,2023-04-04,CUST834,female,56.0,beauty,2,30,60
835,2023-09-07,CUST835,male,37.0,clothing,4,50,200
836,2023-04-19,CUST836,female,22.0,clothing,1,50,50
837,2023-07-01,CUST837,male,18.0,beauty,3,30,90
838,2023-05-13,CUST838,male,41.5221052631579,electronics,2,300,600
839,2023-06-24,CUST839,female,20.0,electronics,4,300,1200
840,2023-05-24,CUST840,male,62.0,clothing,2,25,50
841,2023-11-02,CUST841,male,31.0,electronics,4,25,100
842,2023-12-26,CUST842,female,47.0,clothing,2,300,600
843,2023-05-22,CUST843,male,21.0,beauty,3,500,1500
844,2023-10-12,CUST844,male,35.0,clothing,3,50,150
845,2023-01-06,CUST845,male,54.0,clothing,1,500,500
846,2023-09-22,CUST846,male,42.0,beauty,1,50,50
847,2023-04-08,CUST847,female,18.0,electronics,4,300,1200
848,2023-02-13,CUST848,female,63.0,clothing,3,25,75
849,2023-05-04,CUST849,male,32.0,clothing,2,25,50
850,2023-07-28,CUST850,female,26.0,beauty,2,500,1000
851,2023-09-08,CUST851,male,32.0,electronics,2,25,50
852,2023-10-12,CUST852,female,41.0,clothing,1,300,300
853,2023-05-04,CUST853,male,21.0,beauty,2,500,1000
854,2023-12-20,CUST854,male,29.0,clothing,1,50,50
855,2023-09-01,CUST855,male,54.0,beauty,1,25,25
856,2023-11-27,CUST856,female,54.0,electronics,4,30,120
857,2023-12-31,CUST857,male,60.0,electronics,2,25,50
858,2023-09-09,CUST858,female,23.0,electronics,2,50,100
859,2023-08-18,CUST859,female,56.0,electronics,3,500,1500
860,2023-01-09,CUST860,male,41.5221052631579,clothing,4,50,200
861,2023-02-17,CUST861,female,41.0,clothing,3,30,90
862,2023-05-31,CUST862,male,28.0,electronics,4,300,1200
863,2023-04-24,CUST863,female,30.0,electronics,2,25,50
864,2023-07-27,CUST864,female,51.0,electronics,1,500,500
865,2023-12-21,CUST865,female,42.0,clothing,1,300,300
866,2023-05-05,CUST866,male,24.0,electronics,1,50,50
867,2023-06-06,CUST867,male,21.0,electronics,1,500,500
868,2023-12-06,CUST868,female,25.0,electronics,1,300,300
869,2023-10-25,CUST869,male,37.0,beauty,3,500,1500
870,2023-07-08,CUST870,female,46.0,electronics,4,30,120
871,2023-08-31,CUST871,female,62.0,beauty,2,30,60
872,2023-10-11,CUST872,female,63.0,beauty,3,25,75
873,2023-09-29,CUST873,female,27.0,electronics,4,25,100
874,2023-06-26,CUST874,male,60.0,beauty,1,30,30
875,2023-08-06,CUST875,female,51.0,electronics,4,500,2000
876,2023-10-09,CUST876,male,43.0,clothing,4,30,120
877,2023-06-19,CUST877,female,58.0,clothing,1,25,25
878,2023-06-30,CUST878,female,20.0,clothing,1,30,30
879,2023-12-26,CUST879,male,23.0,clothing,1,30,30
880,2023-08-21,CUST880,male,22.0,beauty,2,500,1000
881,2023-05-19,CUST881,male,22.0,electronics,1,300,300
882,2023-06-06,CUST882,female,64.0,electronics,2,25,50
883,2023-05-09,CUST883,male,40.0,electronics,1,500,500
884,2023-04-29,CUST884,female,41.5221052631579,clothing,2,30,60
885,2023-03-03,CUST885,female,52.0,clothing,4,30,120
886,2023-04-09,CUST886,male,37.0,electronics,3,300,900
887,2023-06-11,CUST887,male,59.0,clothing,4,25,100
888,2023-03-03,CUST888,female,52.0,electronics,4,25,100
889,2023-10-02,CUST889,female,35.0,electronics,1,50,50
890,2023-12-20,CUST890,male,34.0,electronics,2,25,50
891,2023-04-05,CUST891,male,41.0,electronics,3,300,900
892,2023-04-09,CUST892,male,20.0,electronics,1,50,50
893,2023-04-21,CUST893,male,49.0,electronics,1,50,50
894,2023-09-05,CUST894,male,52.0,electronics,1,30,30
895,2023-05-22,CUST895,female,55.0,clothing,4,30,120
896,2023-10-29,CUST896,female,30.0,electronics,2,25,50
897,2023-09-26,CUST897,female,64.0,electronics,2,50,100
898,2023-11-02,CUST898,female,42.0,clothing,3,30,90
899,2023-05-25,CUST899,male,26.0,clothing,2,300,600
900,2023-02-21,CUST900,male,41.5221052631579,clothing,2,30,60
901,2023-04-10,CUST901,male,31.0,electronics,1,30,30
902,2023-06-01,CUST902,female,41.5221052631579,beauty,1,50,50
903,2023-04-27,CUST903,female,41.5221052631579,beauty,4,50,200
904,2023-07-04,CUST904,male,28.0,clothing,1,500,500
905,2023-04-02,CUST905,male,58.0,beauty,1,300,300
906,2023-06-04,CUST906,female,20.0,clothing,1,50,50
907,2023-01-08,CUST907,female,45.0,electronics,1,25,25
908,2023-12-29,CUST908,male,46.0,beauty,4,300,1200
909,2023-10-01,CUST909,male,26.0,electronics,1,300,300
910,2023-03-06,CUST910,female,20.0,beauty,3,50,150
911,2023-05-21,CUST911,male,42.0,electronics,3,300,900
912,2023-01-24,CUST912,male,51.0,beauty,3,50,150
913,2023-01-28,CUST913,male,29.0,electronics,3,30,90
914,2023-10-11,CUST914,female,59.0,electronics,1,500,500
915,2023-05-30,CUST915,female,26.0,beauty,3,30,90
916,2023-12-24,CUST916,female,32.0,electronics,1,50,50
